No.,name,エリア,height,難易度(5段階),定数(体力度),参考日程,緯度,経度,住所,googlemaplink,画像,YAMAP
50,大菩薩嶺,奥秩父,2057m,☆,☆☆,1泊2日,35.74863339,138.8455446,〒409-0301 <br>山梨県北都留郡丹波山村,"https://www.google.com/maps/place/%E5%A4%A7%E8%8F%A9%E8%96%A9%E5%B6%BA/@35.7487553,138.8368543,15z/data=!3m1!4b1!4m5!3m4!1s0x601951875acc773f:0xc9f18cb2c57efd1!8m2!3d35.7487387!4d138.8456305",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mt.Daibosatsurei_from_Mt.Kasatori_03.jpg/450px-Mt.Daibosatsurei_from_Mt.Kasatori_03.jpg,https://yamap.com/mountains/178
51,丹沢,南関東,1567m,☆☆,☆☆,1泊2日,35.47446328,139.1627969,〒258-0202 <br>神奈川県足柄上郡山北町玄倉,"https://www.google.com/maps/place/%E4%B8%B9%E6%B2%A2%E5%B1%B1/@35.4745507,139.1540636,15z/data=!3m1!4b1!4m5!3m4!1s0x60190f01fb353a13:0x923829d368f675ad!8m2!3d35.474534!4d139.1628398",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Tanzawa_Mountains_from_Mt.Bukka_01.jpg/450px-Tanzawa_Mountains_from_Mt.Bukka_01.jpg,https://yamap.com/mountains/110
52,富士山,南関東,3776m,☆,☆☆☆,1泊2日,35.36051969,138.7273205,〒418-0112 <br>静岡県富士宮市北山,"https://www.google.com/maps/place/%E5%AF%8C%E5%A3%AB%E5%B1%B1/@35.3606422,138.7185872,15z/data=!3m1!4b1!4m5!3m4!1s0x6019629a42fdc899:0xa6a1fcc916f3a4df!8m2!3d35.3606255!4d138.7273634",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/MtFuji_FujiCity.jpg/480px-MtFuji_FujiCity.jpg,https://yamap.com/mountains/14
53,天城山,南関東,1406m,☆,☆☆,前夜泊1日,34.85803482,139.0242004,〒413-0301 <br>静岡県賀茂郡東伊豆町大川,"https://www.google.com/maps/place/%E5%A4%A9%E5%9F%8E%E5%B1%B1/@34.8581933,139.0154242,15z/data=!3m1!4b1!4m5!3m4!1s0x6019e878b2fbcbbf:0x1cf142d196143fff!8m2!3d34.8581765!4d139.0242004",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Mount_Amagi_20120610.jpg/450px-Mount_Amagi_20120610.jpg,https://yamap.com/mountains/179
54,白馬岳,北アルプス,2932m,☆☆☆,☆☆☆,1泊2日,36.75871747,137.758611,〒399-9301 <br>長野県北安曇郡白馬村北城,"https://www.google.com/maps/place/%E7%99%BD%E9%A6%AC%E5%B2%B3/@36.7587261,137.7542121,16z/data=!3m1!4b1!4m5!3m4!1s0x5ff7cbce8a41e5db:0x410894def7f0130!8m2!3d36.7587181!4d137.7585895",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Shiroumadake_from_maruyama_26_2000_7_30.jpg/450px-Shiroumadake_from_maruyama_26_2000_7_30.jpg,https://yamap.com/mountains/17
55,五竜岳,北アルプス,2814m,☆☆☆,☆☆☆,2泊3日,36.65842377,137.752593,〒938-0174 <br>富山県黒部市宇奈月町音澤,"https://www.google.com/maps/place/%E4%BA%94%E7%AB%9C%E5%B2%B3/@36.6584324,137.7482585,16z/data=!3m1!4b1!4m5!3m4!1s0x5ff7c5495a1e6b83:0x3d2f5103033dad0e!8m2!3d36.6584244!4d137.7526359",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Goryuu.jpg/450px-Goryuu.jpg,https://yamap.com/mountains/173
56,鹿島槍ヶ岳,北アルプス,2890m,☆☆,☆☆☆,2泊3日,36.62465323,137.747028,〒398-0001 <br>長野県大町市平,"https://www.google.com/maps/place/%E9%B9%BF%E5%B3%B6%E6%A7%8D%E3%83%B6%E5%B2%B3/@36.6246963,137.7426935,16z/data=!3m1!4b1!4m5!3m4!1s0x5ff7db11e362caaf:0xd1b07edeaccd259!8m2!3d36.6246883!4d137.7470709",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Kashimayarigatake_from_Oomachi_2001-11-18.jpg/480px-Kashimayarigatake_from_Oomachi_2001-11-18.jpg,https://yamap.com/mountains/174
57,剱岳,北アルプス,2999m,☆☆☆,☆☆☆,1泊2日,36.62351222,137.6174016,〒930-1406 <br>富山県中新川郡立山町芦峅寺,"https://www.google.com/maps/place/%E5%89%B1%E5%B2%B3/@36.6235208,137.6130671,16z/data=!3m1!4b1!4m5!3m4!1s0x5ff7c2fb040b1c13:0xc09ed294d905175a!8m2!3d36.6235128!4d137.6174445",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Tsurugidake_20100127.jpg/450px-Tsurugidake_20100127.jpg,https://yamap.com/mountains/11
58,立山,北アルプス,3015m,☆☆,☆☆,1泊2日,36.57577762,137.6196323,〒930-1406 <br>富山県中新川郡立山町芦峅寺,"https://www.google.com/maps/place/%E7%AB%8B%E5%B1%B1/@36.5788309,137.5999327,14.75z/data=!4m13!1m7!3m6!1s0x5ff7e99ca8e9e319:0xc63a2d93c2b2e65!2z5a-M5bGx55yM5Lit5paw5bed6YOh56uL5bGx55S6!3b1!8m2!3d36.6634662!4d137.3137323!3m4!1s0x5ff7e7ef2b1141c7:0x3420e3c868892a4f!8m2!3d36.5758353!4d137.6197243",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Mount_Tate_viewed_from_Midorigaike.jpg/300px-Mount_Tate_viewed_from_Midorigaike.jpg,https://yamap.com/mountains/12
59,薬師岳,北アルプス,2926m,☆☆,☆☆,1泊2日,36.4692075,137.5449941,〒930-1458 <br>富山県富山市有峰,"https://www.google.com/maps/place/%E8%96%AC%E5%B8%AB%E5%B2%B3/@36.4692851,137.5406167,16z/data=!3m1!4b1!4m5!3m4!1s0x5ff7fcc5e49f80f1:0xf3192927b96530f8!8m2!3d36.4692771!4d137.5449941",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Mount_Yakushi_from_Suisho_2004-08-13.jpg/300px-Mount_Yakushi_from_Suisho_2004-08-13.jpg,https://yamap.com/mountains/52
60,黒部五郎岳,北アルプス,2840m,☆☆,☆☆☆,3泊4日,36.39250183,137.5399985,〒930-1458 <br>富山県富山市有峰,"https://www.google.com/maps/place/%E8%96%AC%E5%B8%AB%E5%B2%B3/@36.4692766,137.5449941,15z/data=!3m1!4b1!4m5!3m4!1s0x5ff7fcc5e49f80f1:0xf3192927b96530f8!8m2!3d36.4692771!4d137.5449941",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Kurobegoro1.JPG/300px-Kurobegoro1.JPG,https://yamap.com/mountains/271
61,水晶岳,北アルプス,2978m,☆☆,☆☆☆,2泊3日,36.42715537,137.6025155,〒930-1458 <br>富山県富山市有峰,"https://www.google.com/maps/place/%E6%B0%B4%E6%99%B6%E5%B2%B3/@36.4272417,137.5938036,15z/data=!3m1!4b1!4m5!3m4!1s0x601d578b3583b0f5:0x9c204ef773c758cc!8m2!3d36.4272253!4d137.6025584",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Mt_Suishou.jpg/300px-Mt_Suishou.jpg,https://yamap.com/mountains/13
62,鷲羽岳,北アルプス,2924m,☆☆,☆☆☆,2泊3日,36.40284071,137.6053083,〒930-1458 <br>富山県富山市有峰,"https://www.google.com/maps/place/%E9%B7%B2%E7%BE%BD%E5%B2%B3/@36.4029616,137.5965106,15z/data=!3m1!4b1!4m5!3m4!1s0x601d577d59ab043b:0x402bad5ec802173c!8m2!3d36.4029452!4d137.6052654",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/View_from_Mount_Mitsumatarenge_panoramic_3.jpg/300px-View_from_Mount_Mitsumatarenge_panoramic_3.jpg,https://yamap.com/mountains/141
63,槍ヶ岳,北アルプス,3180m,☆☆☆,☆☆☆,2泊3日,36.34196324,137.6476213,〒398-0001 <br>長野県大町市平,"https://www.google.com/maps/place/%E6%A7%8D%E3%83%B6%E5%B2%B3/@36.3420497,137.6388665,15z/data=!3m1!4b1!4m5!3m4!1s0x601d5b1fac1d9db5:0x774811c573c6ac82!8m2!3d36.3420332!4d137.6476213",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Mt.Yarigatake_from_Enzansou.jpg/300px-Mt.Yarigatake_from_Enzansou.jpg,https://yamap.com/mountains/142
64,穂高岳,北アルプス,3190m,☆☆☆,☆☆☆,2泊3日,36.289097,137.648056,〒390-1520 <br>長野県松本市安曇,"https://www.google.com/maps/place/%E7%A9%82%E9%AB%98%E5%B2%B3/@36.2891835,137.6393012,15z/data=!3m1!4b1!4m5!3m4!1s0x601d44feff37d4a7:0x96f9d7aee0c57b46!8m2!3d36.289167!4d137.648056",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Mt.Hotaka_from_Mt.Otenshodake_01.jpg/300px-Mt.Hotaka_from_Mt.Otenshodake_01.jpg,https://yamap.com/mountains/143
65,常念岳,北アルプス,2857m,☆☆,☆☆,1泊2日,36.32537278,137.7276944,〒390-1520 <br>長野県松本市安曇,"https://www.google.com/maps/place/%E5%B8%B8%E5%BF%B5%E5%B2%B3/@36.3252449,137.726753,18.96z/data=!4m10!1m2!2m1!1z5bi45b-15bKz!3m6!1s0x601d42fe9e3feabf:0x9a866cef18e19fda!8m2!3d36.3253767!4d137.7276937!15sCgnluLjlv7XlsrNaCyIJ5bi45b-15bKzkgEEcGVha5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOUk1UVnVVRWRCRUFF4AEA!16s%2Fg%2F121vxnrn",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Mt-Jounen_in_Azumino-Hotaka.jpg/300px-Mt-Jounen_in_Azumino-Hotaka.jpg,https://yamap.com/mountains/144
66,笠ヶ岳,北アルプス,2897m,☆☆,☆☆☆,1泊2日,36.31539137,137.550413,〒506-1308 <br>岐阜県高山市上宝町金木戸,"https://www.google.com/maps/place/%E7%AC%A0%E3%83%B6%E5%B2%B3/@36.3154778,137.5416582,15z/data=!3m1!4b1!4m5!3m4!1s0x601d51a09da7ec5d:0x3c4125c53c14d528!8m2!3d36.3154614!4d137.550413",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Mount_Kasa_from_Mount_Funa_%28215-03-28%29.jpg/300px-Mount_Kasa_from_Mount_Funa_%28215-03-28%29.jpg,https://yamap.com/mountains/175
67,焼岳,北アルプス,2444m,☆☆,☆☆,日帰り,36.22704161,137.5869444,〒390-1520 <br>長野県松本市安曇,"https://www.google.com/maps/place/%E7%84%BC%E5%B2%B3/@36.2270935,137.5782325,15z/data=!3m1!4b1!4m5!3m4!1s0x601d4f4a65649675:0xc0e823f8b8debb2f!8m2!3d36.2270771!4d137.5869873",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Yakedake01s2010.jpg/300px-Yakedake01s2010.jpg,https://yamap.com/mountains/145
68,乗鞍岳,北アルプス,3026m,☆,☆,日帰り,36.11625575,137.5360177,〒506-2254 <br>岐阜県高山市丹生川町岩井谷,"https://www.google.com/maps/place/%E4%B9%97%E9%9E%8D%E5%B2%B3/@36.1163424,137.5272629,15z/data=!3m1!4b1!4m5!3m4!1s0x601d3642cdd17563:0x84523816ece85342!8m2!3d36.1163259!4d137.5360177",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Norikura-air.jpg/300px-Norikura-air.jpg,https://yamap.com/mountains/146
69,美ヶ原,中央アルプス,2034m,☆,☆☆,日帰り,36.2256577,138.1073991,〒390-0222 <br>長野県松本市入山辺,"https://www.google.com/maps/place/%E7%BE%8E%E3%83%B6%E5%8E%9F/@36.2258135,138.0986872,15z/data=!3m1!4b1!4m5!3m4!1s0x601da871cc69d01d:0xc48c690cf93f160c!8m2!3d36.225797!4d138.107442",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ushibuseyama_observatory.jpg/300px-Ushibuseyama_observatory.jpg,https://yamap.com/mountains/148
70,霧ヶ峰,中央アルプス,1925m,☆,☆,日帰り,36.10322919,138.1968065,〒392-0012 <br>長野県諏訪市四賀,"https://www.google.com/maps/place/%E9%9C%A7%E3%83%B6%E5%B3%B0/@36.0939534,138.1651778,15z/data=!4m10!1m2!2m1!1z6Zyn44O25bOw!3m6!1s0x601c53e778733601:0x3afe7346e3c886fc!8m2!3d36.1031337!4d138.1968726!15sCgnpnKfjg7bls7BaCyIJ6Zyn44O25bOwkgELc2NlbmljX3Nwb3SaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXlkRmxYWkhkQlJSQULgAQA!16s%2Fg%2F11h3m831r5",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Kirigamine_seen_from_the_east_2018-03-04.jpg/300px-Kirigamine_seen_from_the_east_2018-03-04.jpg,https://yamap.com/mountains/129
71,蓼科山,中央アルプス,2530m,☆,☆☆,1泊2日,36.10366263,138.2948849,〒384-2309 <br>長野県北佐久郡立科町芦田八ケ野,"https://www.google.com/maps/place/%E8%93%BC%E7%A7%91%E5%B1%B1/@36.1037493,138.2861301,15z/data=!3m1!4b1!4m5!3m4!1s0x601c4c2394347745:0x2f4f7530d7221dc2!8m2!3d36.1037328!4d138.2948849",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Tateshinayama-fuyu.JPG/300px-Tateshinayama-fuyu.JPG,https://yamap.com/mountains/149
72,八ヶ岳,中央アルプス,2899m,☆☆,☆☆,1泊2日,35.96997389,138.3701853,〒399-0212 <br>長野県諏訪郡富士見町立沢,"https://www.google.com/maps/place/%E5%85%AB%E3%83%B6%E5%B2%B3/@35.9828933,138.2376627,12z/data=!4m10!1m2!2m1!1z5YWr44O25bKz!3m6!1s0x601c40c3405db4a9:0x942e04a2a9d78b49!8m2!3d35.970833!4d138.37!15sCgnlhavjg7blsrNaCyIJ5YWr44O25bKzkgEHdm9sY2Fub5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGJqZEVNSHBCUlJBQuABAA!16s%2Fm%2F04jkz8c",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Minami-Yatsugatake_from_Mt.Kitayokodake_05.jpg/280px-Minami-Yatsugatake_from_Mt.Kitayokodake_05.jpg,https://yamap.com/mountains/1946
73,御嶽山,中央アルプス,3067m,☆☆,☆☆☆,1泊2日,35.88229096,137.4484908,〒397-0201 <br>長野県木曽郡王滝村,"https://www.google.com/maps/place/%E5%BE%A1%E5%B6%BD%E5%B1%B1/@35.8823431,137.4397789,15z/data=!3m1!4b1!4m5!3m4!1s0x601d2c83278bbb09:0xd58dc895ddd21105!8m2!3d35.8823266!4d137.4485337",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Ontake-air.jpg/300px-Ontake-air.jpg,https://yamap.com/mountains/147
74,木曽駒ヶ岳,中央アルプス,2956m,☆☆,☆☆,1泊2日,35.78940832,137.804444,〒399-5608 <br>長野県木曽郡上松町荻原,"https://www.google.com/maps/place/%E6%9C%A8%E6%9B%BD%E9%A7%92%E3%83%B6%E5%B2%B3/@35.7894605,137.7956892,15z/data=!3m1!4b1!4m5!3m4!1s0x601ce8f7f54c26cb:0x14fcb3bc711a1752!8m2!3d35.789444!4d137.804444",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Mt.Kisokomagatake_from_Mt.Utsugidake_01.jpg/300px-Mt.Kisokomagatake_from_Mt.Utsugidake_01.jpg,https://yamap.com/mountains/100
75,空木岳,中央アルプス,2864m,☆☆☆,☆☆☆,1泊2日,35.71903969,137.8173044,〒399-4117 <br>長野県駒ヶ根市赤穂,"https://www.google.com/maps/place/%E7%A9%BA%E6%9C%A8%E5%B2%B3/@35.719092,137.8085496,15z/data=!3m1!4b1!4m5!3m4!1s0x601ceba46c138a7f:0xcd4f42491c3901f!8m2!3d35.7190754!4d137.8173044",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mt.Utsugidake_12.jpg/300px-Mt.Utsugidake_12.jpg,https://yamap.com/mountains/180
76,恵那山,中央アルプス,2191m,☆,☆☆,日帰り,35.44327928,137.5970233,〒508-0001 <br>岐阜県中津川市中津川,"https://www.google.com/maps/place/%E6%81%B5%E9%82%A3%E5%B1%B1/@35.4432968,137.5882685,15z/data=!3m1!4b1!4m5!3m4!1s0x601cb004af61cdab:0x9c4c96c0736eeb42!8m2!3d35.4432801!4d137.5970233",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Mount_Ena.jpg/300px-Mount_Ena.jpg,https://yamap.com/mountains/181
77,甲斐駒ヶ岳,南アルプス,2967m,☆☆,☆☆,1泊2日,35.75770748,138.236667,〒396-0403 <br>長野県伊那市長谷黒河内,"https://www.google.com/maps/place/%E7%94%B2%E6%96%90%E9%A7%92%E3%83%B6%E5%B2%B3/@35.7577945,138.2279122,15z/data=!3m1!4b1!4m5!3m4!1s0x601c658886583c2d:0xc86bf7eaca2385dc!8m2!3d35.757778!4d138.236667",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Mt.Kaikomagatake_from_Hokuto-shi.JPG/300px-Mt.Kaikomagatake_from_Hokuto-shi.JPG,https://yamap.com/mountains/62
78,仙丈ヶ岳,南アルプス,3033m,☆☆,☆☆,1泊2日,35.71993139,138.1835896,〒400-0241 <br>山梨県南アルプス市芦安芦倉,"https://www.google.com/maps/place/%E4%BB%99%E4%B8%88%E3%83%B6%E5%B2%B3/@35.7199837,138.1748777,15z/data=!3m1!4b1!4m5!3m4!1s0x601c64f3c13f8c4d:0x65abb5e237ec93ea!8m2!3d35.7199671!4d138.1836325",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Mt.Senjogatake_from_Mt.Kitadake_03.jpg/300px-Mt.Senjogatake_from_Mt.Kitadake_03.jpg,https://yamap.com/mountains/15
79,鳳凰山,南アルプス,2840m,☆☆,☆☆,2泊3日,35.70386153,138.2742071,〒400-0241 <br>山梨県南アルプス市芦安芦倉,"https://www.google.com/maps/place/%E9%B3%B3%E5%87%B0%E5%B1%B1/@35.7039138,138.2654952,15z/data=!3m1!4b1!4m5!3m4!1s0x601c71769b6914c5:0x7c9753a89c7cd936!8m2!3d35.7038972!4d138.27425",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Jizougatake_South_Alps.jpg/150px-Jizougatake_South_Alps.jpg,https://yamap.com/mountains/63
80,北岳,南アルプス,3192m,☆☆,☆☆☆,2泊3日,35.67472026,138.2388111,〒400-0241 <br>山梨県南アルプス市芦安芦倉,"https://www.google.com/maps/place/%E5%8C%97%E5%B2%B3/@35.6748074,138.2300992,15z/data=!3m1!4b1!4m5!3m4!1s0x601c7a7f78bb7bb3:0xe17b78ff84af641e!8m2!3d35.6747908!4d138.238854",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Mount_Kita_from_Mount_Nakashirane_2001-10-03.JPG/300px-Mount_Kita_from_Mount_Nakashirane_2001-10-03.JPG,https://yamap.com/mountains/138
81,間ノ岳,南アルプス,3189m,☆☆,☆☆☆,2泊3日,35.64596484,138.2283579,〒400-0241 <br>山梨県南アルプス市芦安芦倉,"https://www.google.com/maps/place/%E9%96%93%E3%83%8E%E5%B2%B3/@35.6461218,138.2196031,15z/data=!3m1!4b1!4m5!3m4!1s0x601c7a0edc464667:0xe8bebd4a3d2b55bd!8m2!3d35.6461052!4d138.2283579",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Mount_Aino_fom_Mount_Kita_2001-7-2.jpg/300px-Mount_Aino_fom_Mount_Kita_2001-7-2.jpg,https://yamap.com/mountains/139
82,塩見岳,南アルプス,3047m,☆☆,☆☆☆,2泊3日,35.57369266,138.183111,〒396-0406 <br>長野県伊那市長谷杉島,"https://www.google.com/maps/place/%E5%A1%A9%E8%A6%8B%E5%B2%B3/@35.5738497,138.1744421,15z/data=!3m1!4b1!4m5!3m4!1s0x601c78e65934d713:0x5939ab5d297bba4e!8m2!3d35.5738331!4d138.1831969",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/16_Shiomidake_from_Eboshidake_1999-11-5.jpg/300px-16_Shiomidake_from_Eboshidake_1999-11-5.jpg,https://yamap.com/mountains/182
83,悪沢岳,南アルプス,3141m,☆☆,☆☆☆,2泊3日,35.50057408,138.1824574,〒428-0505 <br>静岡県静岡市葵区田代,"https://www.google.com/maps/place/%E6%82%AA%E6%B2%A2%E5%B2%B3/@35.4998579,138.1731019,15z/data=!4m10!1m2!2m1!1z5oKq5rKi5bKz!3m6!1s0x601b86e6526ae42b:0x3eed5d09caea5e93!8m2!3d35.5006224!4d138.1824176!15sCgnmgqrmsqLlsrOSAQRwZWFr4AEA!16s%2Fm%2F05p019v",https://upload.wikimedia.org/wikipedia/commons/0/05/06_Warusawadake_from_Kogochidake_1999-11-5.jpg,https://yamap.com/mountains/183
84,赤石岳,南アルプス,3120m,☆☆,☆☆☆,2泊3日,35.46117047,138.1573537,〒428-0505 <br>静岡県静岡市葵区田代,"https://www.google.com/maps/place/%E8%B5%A4%E7%9F%B3%E5%B2%B3/@35.4612579,138.1485989,15z/data=!3m1!4b1!4m5!3m4!1s0x601b815580306549:0x4849f849a0cbd2fc!8m2!3d35.4612412!4d138.1573537",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Akaishidake_from_senmaidake_07_1994_7_31.jpg/300px-Akaishidake_from_senmaidake_07_1994_7_31.jpg,https://yamap.com/mountains/184
85,聖岳,南アルプス,3013m,☆☆,☆☆☆,3泊4日,35.42240955,138.1397482,〒399-1401 <br>長野県飯田市南信濃木沢,"https://www.google.com/maps/place/%E8%81%96%E5%B2%B3/@35.4225669,138.1309934,15z/data=!3m1!4b1!4m5!3m4!1s0x601b83a2091a9ac3:0xbcaed30e233bd3fc!8m2!3d35.4225503!4d138.1397482",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Mt_Hijiri_%28200805%29.jpg/300px-Mt_Hijiri_%28200805%29.jpg,https://yamap.com/mountains/185
86,光岳,南アルプス,2591m,☆☆,☆☆☆,2泊3日,35.33820563,138.0835601,〒399-1401 <br>長野県飯田市南信濃木沢,"https://www.google.com/maps/place/%E5%85%89%E5%B2%B3/@35.3382581,138.0748482,15z/data=!3m1!4b1!4m5!3m4!1s0x601b9d6094f4b261:0x65a3af8ed1076c6a!8m2!3d35.3382415!4d138.083603",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Mount_Tekari_from_Mount_Kamikochi_2003-11-23.jpg/300px-Mount_Tekari_from_Mount_Kamikochi_2003-11-23.jpg,https://yamap.com/mountains/186
87,白山,北陸,2702m,☆☆,☆☆,1泊2日,36.16453985,136.7717391,〒920-2333 <br>石川県白山市尾添,"https://www.google.com/maps/place/%E7%99%BD%E5%B1%B1/@36.3176667,136.5183669,11z/data=!4m10!1m2!2m1!1z55m95bGx!3m6!1s0x5ff87dca3eab7b37:0x1d3475609c9de292!8m2!3d36.1663038!4d136.7720368!15sCgbnmb3lsbGSAQRwZWFr4AEA!16s%2Fm%2F04y9y4m",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Mount_Haku_from_Onanjimine_2011-07-17.jpg/300px-Mount_Haku_from_Onanjimine_2011-07-17.jpg,https://yamap.com/mountains/99
88,荒島岳,北陸,1524m,☆☆,☆☆☆,日帰り,35.93436849,136.6011654,〒912-0153 <br>福井県大野市仏原,"https://www.google.com/maps/place/%E8%8D%92%E5%B3%B6%E5%B2%B3/@35.8415648,136.6392003,9z/data=!4m5!3m4!1s0x600276adcf5445d1:0x812f84b479fe7d9!8m2!3d35.9344388!4d136.6012083",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Mount_Arashima_2.jpg/300px-Mount_Arashima_2.jpg,https://yamap.com/mountains/61
89,伊吹山,近畿,1377m,☆☆,☆☆,日帰り,35.41783104,136.4065594,〒521-0312 <br>滋賀県米原市上野,"https://www.google.com/maps/place/%E4%BC%8A%E5%90%B9%E5%B1%B1/@35.4179185,136.3977617,15z/data=!3m1!4b1!4m5!3m4!1s0x6002317dd0c1e2ab:0x7e619b3f3b5b5d31!8m2!3d35.4179018!4d136.4065165",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Ibukiyama_from_Kannonzaka%28Maibara-Nagahama%29.jpg/300px-Ibukiyama_from_Kannonzaka%28Maibara-Nagahama%29.jpg,https://yamap.com/mountains/98
90,大台ヶ原山,近畿,1695m,☆,☆,日帰り,34.18515159,136.1091526,〒519-2634 <br>三重県多気郡大台町大杉,"https://www.google.com/maps/place/%E5%A4%A7%E5%8F%B0%E3%83%B6%E5%8E%9F%E5%B1%B1/@34.1852758,136.1004407,15z/data=!3m1!4b1!4m5!3m4!1s0x60068f307e4c4de7:0x76fa9fd9c7d822bc!8m2!3d34.1852589!4d136.1091955",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Mount_Odaigahara_-_panoramio.jpg/300px-Mount_Odaigahara_-_panoramio.jpg,https://yamap.com/mountains/64
91,大峰山,近畿,1915m,☆☆,☆☆,1泊2日,34.25270624,135.9405131,〒638-0431 <br>奈良県吉野郡天川村洞川,"https://www.google.com/maps/place/%E5%A4%A7%E5%B3%B0%E5%B1%B1/@34.2527949,135.9318012,15z/data=!3m1!4b1!4m5!3m4!1s0x60069509b9524433:0x66ef5bf4d3ee36d4!8m2!3d34.252778!4d135.940556",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mount_Sanjo_in_the_rainy_season.jpg/220px-Mount_Sanjo_in_the_rainy_season.jpg,https://yamap.com/mountains/76
92,大山,中国,1709m,☆,☆☆,日帰り,35.37807814,133.5496096,〒689-3318 <br>鳥取県西伯郡大山町大山,"https://www.google.com/maps/place/%E5%A4%A7%E5%B1%B1/@35.3781656,133.5317568,15z/data=!3m1!4b1!4m5!3m4!1s0x355661dfa732d9a9:0xd4a5636dd9496bcd!8m2!3d35.37815!4d133.5496956",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Daisen_%28mountain%29_in_2012.JPG/300px-Daisen_%28mountain%29_in_2012.JPG,https://yamap.com/mountains/5060
93,剣山,四国,1955m,☆,☆☆,日帰り,33.85352281,134.0941633,〒778-0201 <br>徳島県三好市東祖谷菅生,"https://www.google.com/maps/place/%E5%89%A3%E5%B1%B1/@33.8536119,134.0854085,15z/data=!3m1!4b1!4m5!3m4!1s0x355237d85f748f35:0x5d98f310ebe684fb!8m2!3d33.8535949!4d134.0941633",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Mt.Tsurugisan.jpg/300px-Mt.Tsurugisan.jpg,https://yamap.com/mountains/94
94,石鎚山,四国,1982m,☆☆,☆☆,日帰り,33.76814387,133.1143383,〒791-1710 <br>愛媛県上浮穴郡久万高原町若山,"https://www.google.com/maps/place/%E7%9F%B3%E9%8E%9A%E5%B1%B1/@33.7682687,133.1055406,15z/data=!3m1!4b1!4m5!3m4!1s0x354fd414370e96e3:0x5dfea11fa47003b3!8m2!3d33.7682517!4d133.1142954",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Isidutisan20220226_1.jpg/300px-Isidutisan20220226_1.jpg,https://yamap.com/mountains/124
95,九重山,九州,1787m,☆,☆☆,1泊2日,33.10810715,131.2913574,〒878-0202 <br>大分県竹田市久住町大字有氏,"https://www.google.com/maps/place/%E3%81%8F%E3%81%98%E3%82%85%E3%81%86%E9%80%A3%E5%B1%B1/@33.108233,131.2826026,15z/data=!3m1!4b1!4m5!3m4!1s0x3541353b5366af9b:0x1fad26a98fd1c695!8m2!3d33.1082158!4d131.2913574",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Makinoto_Pass_-_01.jpg/300px-Makinoto_Pass_-_01.jpg,https://yamap.com/mountains/247
